time_step,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,signal_10,signal_11,signal_12,signal_13,signal_14,signal_15,signal_16,signal_17,signal_18,signal_19,signal_20
1848,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,302.75,333.50061
1849,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77
1850,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6,300.6
1851,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31,300.31
1852,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3,300.3
1853,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35,299.35
1854,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68,300.68
1855,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59
1856,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26,306.26
1857,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24,308.24
1858,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14
1859,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06,312.06
1860,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65
1861,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04,314.04
1862,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65
1863,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95
1864,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82,314.82
1865,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15
1866,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82,312.82
1867,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55
1868,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36,308.36
1869,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12
1870,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41
1871,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45,305.45
1872,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32,304.32
1873,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89,302.89
1874,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02
1875,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73,301.73
1876,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15
1877,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15,301.15
1878,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75,301.75
1879,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65,302.65
1880,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33
1881,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6
1882,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75
1883,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42
1884,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84,309.84
1885,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85,309.85
1886,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37,310.37
1887,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44,310.44
1888,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48,310.48
1889,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14,310.14
1890,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49
1891,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03,306.03
1892,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71,304.71
1893,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29,304.29
1894,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13,304.13
1895,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87
1896,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72,302.72
1897,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86
1898,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16
1899,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02,301.02
1900,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42,300.42
1901,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03,300.03
1902,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71,300.71
1903,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87
1904,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24,303.24
1905,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87,304.87
1906,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42,306.42
1907,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05
1908,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35,309.35
1909,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55
1910,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15
1911,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35,311.35
1912,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25
1913,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35
1914,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94,308.94
1915,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83,306.83
1916,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77,305.77
1917,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3,304.3
1918,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16,303.16
1919,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86,301.86
1920,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58,301.58
1921,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0
1922,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43,300.43
1923,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15
1924,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15,300.15
1925,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6,299.6
1926,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75,299.75
1927,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87
1928,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55,302.55
1929,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15,304.15
1930,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96,305.96
1931,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58,307.58
1932,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24
1933,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51
1934,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69,311.69
1935,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94,311.94
1936,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97,311.97
1937,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65
1938,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55
1939,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95
1940,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38,307.38
1941,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32,307.32
1942,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58,305.58
1943,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03,304.03
1944,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59
1945,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99,301.99
1946,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16
1947,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44,301.44
1948,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14
1949,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78,300.78
1950,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14,301.14
1951,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41,303.41
1952,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33,305.33
1953,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05
1954,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04,310.04
1955,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75
1956,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85,311.85
1957,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37
1958,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25
1959,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6
1960,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35
1961,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81,312.81
1962,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87,310.87
1963,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24,309.24
1964,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03,309.03
1965,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29,307.29
1966,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72,306.72
1967,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02,306.02
1968,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15,305.15
1969,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98
1970,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31,302.31
1971,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87
1972,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28,301.28
1973,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65
1974,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94,301.94
1975,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95
1976,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04
1977,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95,308.95
1978,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51,310.51
1979,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65
1980,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55,313.55
1981,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24,314.24
1982,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42
1983,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42,314.42
1984,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38,314.38
1985,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65,313.65
1986,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36,311.36
1987,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51,309.51
1988,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59,307.59
1989,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44,306.44
1990,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31,305.31
1991,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6,304.6
1992,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02,303.02
1993,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74,302.74
1994,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82,300.82
1995,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29,301.29
1996,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27,301.27
1997,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52,300.52
1998,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65,301.65
1999,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74,303.74
2000,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05,305.05
2001,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55,306.55
2002,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51,307.51
2003,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69,308.69
2004,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7,309.7
2005,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75
2006,311.51,311.51,311.51,342.09535,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51,311.51
2007,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65
2008,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75
2009,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05,310.05
2010,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05,308.05
2011,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24,304.24
2012,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51,304.51
2013,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95,303.95
2014,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98,303.98
